external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Kadgaon (local heritage) - Site 42,HISTORICAL,,Kolhapur,Maharashtra,India,16.854185,74.100537,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for nature, family-friendly, wildlife.","{""nature"",""family-friendly"",""wildlife""}",,3.7,LOW,7.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Futala Park - Site 43,HISTORICAL,,Nagpur,Maharashtra,India,21.185822,79.196714,"Futala Park is a notable historical attraction in Nagpur, Maharashtra. Popular for heritage, relaxation, trekking.","{""heritage"",""relaxation"",""trekking""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Hanging Gardens - Site 44,NATURE,,Mumbai,Maharashtra,India,19.218197,72.805073,"Hanging Gardens is a notable nature attraction in Mumbai, Maharashtra. Popular for spiritual, adventure, trekking.","{""spiritual"",""adventure"",""trekking""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Mahalaxmi Temple (Kolhapur) - Site 45,RELIGIOUS,,Kolhapur,Maharashtra,India,16.601505,74.24792,"Mahalaxmi Temple (Kolhapur) is a notable religious attraction in Kolhapur, Maharashtra. Popular for spiritual, family-friendly, wildlife.","{""spiritual"",""family-friendly"",""wildlife""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Malvan Marine Sanctuary - Site 46,WILDLIFE,,Sindhudurg,Maharashtra,India,16.03379,73.8592,"Malvan Marine Sanctuary is a notable wildlife attraction in Sindhudurg, Maharashtra. Popular for water-sports, wildlife, trekking.","{""water-sports"",""wildlife"",""trekking""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panshet Dam - Site 47,NATURE,,Pune,Maharashtra,India,18.597324,73.86086,"Panshet Dam is a notable nature attraction in Pune, Maharashtra. Popular for nature, wildlife, heritage.","{""nature"",""wildlife"",""heritage""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Essel World (nearby) - Site 48,HISTORICAL,,Mumbai,Maharashtra,India,19.099003,72.93835,"Essel World (nearby) is a notable historical attraction in Mumbai, Maharashtra. Popular for spiritual, family-friendly, wildlife.","{""spiritual"",""family-friendly"",""wildlife""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Alibaug Beach - Site 49,BEACH,,Nagpur,Maharashtra,India,21.238196,79.11769,"Alibaug Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for water-sports, relaxation, adventure.","{""water-sports"",""relaxation"",""adventure""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Harihar Fort - Site 50,FORT,,Nashik,Maharashtra,India,19.994493,73.705304,"Harihar Fort is a notable fort attraction in Nashik, Maharashtra. Popular for trekking, wildlife, adventure.","{""trekking"",""wildlife"",""adventure""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Rock Garden Malvan - Site 51,NATURE,,Sindhudurg,Maharashtra,India,16.039157,73.39985,"Rock Garden Malvan is a notable nature attraction in Sindhudurg, Maharashtra. Popular for family-friendly, adventure, wildlife.","{""family-friendly"",""adventure"",""wildlife""}",,4,LOW,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Harishchandragad - Site 52,HISTORICAL,,Nagpur,Maharashtra,India,21.055283,79.01184,"Harishchandragad is a notable historical attraction in Nagpur, Maharashtra. Popular for heritage, family-friendly, photography.","{""heritage"",""family-friendly"",""photography""}",,3.9,MEDIUM,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Harishchandragad - Site 53,HISTORICAL,,Nagpur,Maharashtra,India,21.22329,79.147682,"Harishchandragad is a notable historical attraction in Nagpur, Maharashtra. Popular for photography, wildlife, nature.","{""photography"",""wildlife"",""nature""}",,3.9,HIGH,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Radhanagari Wildlife Sanctuary - Site 54,WILDLIFE,,Kolhapur,Maharashtra,India,16.890073,74.25361,"Radhanagari Wildlife Sanctuary is a notable wildlife attraction in Kolhapur, Maharashtra. Popular for water-sports, adventure, family-friendly.","{""water-sports"",""adventure"",""family-friendly""}",,3.7,LOW,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kadgaon (local heritage) - Site 55,HISTORICAL,,Kolhapur,Maharashtra,India,16.891885,74.318979,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for heritage, adventure, spiritual.","{""heritage"",""adventure"",""spiritual""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bund Garden - Site 56,NATURE,,Pune,Maharashtra,India,18.582029,73.853698,"Bund Garden is a notable nature attraction in Pune, Maharashtra. Popular for trekking, water-sports, heritage.","{""trekking"",""water-sports"",""heritage""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Harishchandragad - Site 57,HISTORICAL,,Nagpur,Maharashtra,India,21.154003,79.037388,"Harishchandragad is a notable historical attraction in Nagpur, Maharashtra. Popular for trekking, relaxation, heritage.","{""trekking"",""relaxation"",""heritage""}",,3.8,LOW,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Raman Science Centre - Site 58,HISTORICAL,,Nagpur,Maharashtra,India,21.136723,79.120756,"Raman Science Centre is a notable historical attraction in Nagpur, Maharashtra. Popular for spiritual, wildlife, family-friendly.","{""spiritual"",""wildlife"",""family-friendly""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sitabuldi Fort - Site 59,FORT,,Nagpur,Maharashtra,India,21.192063,79.030772,"Sitabuldi Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for trekking, adventure, spiritual.","{""trekking"",""adventure"",""spiritual""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Muktidham Temple - Site 60,RELIGIOUS,,Nashik,Maharashtra,India,19.879436,73.963792,"Muktidham Temple is a notable religious attraction in Nashik, Maharashtra. Popular for nature, water-sports, relaxation.","{""nature"",""water-sports"",""relaxation""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Futala Lake - Site 61,NATURE,,Nagpur,Maharashtra,India,21.145395,79.093567,"Futala Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for trekking, heritage, nature.","{""trekking"",""heritage"",""nature""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Gangapur Dam - Site 62,NATURE,,Nashik,Maharashtra,India,19.916783,73.774093,"Gangapur Dam is a notable nature attraction in Nashik, Maharashtra. Popular for water-sports, wildlife, trekking.","{""water-sports"",""wildlife"",""trekking""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kolaba Fort Alibaug - Site 63,BEACH,,Mumbai,Maharashtra,India,19.044359,72.879887,"Kolaba Fort Alibaug is a notable beach attraction in Mumbai, Maharashtra. Popular for photography, water-sports, adventure.","{""photography"",""water-sports"",""adventure""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Wai (near Mahabaleshwar) - Site 64,HILL STATION,,Kolhapur,Maharashtra,India,16.72382,74.179872,"Wai (near Mahabaleshwar) is a notable hill station attraction in Kolhapur, Maharashtra. Popular for photography, heritage, spiritual.","{""photography"",""heritage"",""spiritual""}",,4.6,HIGH,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Mulshi Dam - Site 65,NATURE,,Pune,Maharashtra,India,18.431589,73.903516,"Mulshi Dam is a notable nature attraction in Pune, Maharashtra. Popular for water-sports, relaxation, heritage.","{""water-sports"",""relaxation"",""heritage""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Thibaw Palace - Site 66,HISTORICAL,,Ratnagiri,Maharashtra,India,17.170263,73.377203,"Thibaw Palace is a notable historical attraction in Ratnagiri, Maharashtra. Popular for spiritual, adventure, family-friendly.","{""spiritual"",""adventure"",""family-friendly""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Harihar Fort - Site 67,FORT,,Nashik,Maharashtra,India,20.07032,73.930333,"Harihar Fort is a notable fort attraction in Nashik, Maharashtra. Popular for trekking, spiritual, nature.","{""trekking"",""spiritual"",""nature""}",,4.5,HIGH,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Khadakwasla Lake - Site 68,NATURE,,Pune,Maharashtra,India,18.684338,73.966786,"Khadakwasla Lake is a notable nature attraction in Pune, Maharashtra. Popular for nature, wildlife, heritage.","{""nature"",""wildlife"",""heritage""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Worli Fort - Site 69,FORT,,Mumbai,Maharashtra,India,18.966015,72.794571,"Worli Fort is a notable fort attraction in Mumbai, Maharashtra. Popular for heritage, family-friendly, relaxation.","{""heritage"",""family-friendly"",""relaxation""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Coin Museum (Nashik) - Site 70,MUSEUM,,Nashik,Maharashtra,India,19.934996,73.947035,"Coin Museum (Nashik) is a notable museum attraction in Nashik, Maharashtra. Popular for photography, adventure, trekking.","{""photography"",""adventure"",""trekking""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Siddheshwar Temple Solapur - Site 71,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.015051,73.673819,"Siddheshwar Temple Solapur is a notable religious attraction in Sindhudurg, Maharashtra. Popular for trekking, family-friendly, wildlife.","{""trekking"",""family-friendly"",""wildlife""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vengurla (already) - Site 72,HISTORICAL,,Raigad,Maharashtra,India,18.72043,73.31332,"Vengurla (already) is a notable historical attraction in Raigad, Maharashtra. Popular for photography, heritage, trekking.","{""photography"",""heritage"",""trekking""}",,3.8,LOW,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ellora Caves (already) - Site 73,HISTORICAL,,Satara,Maharashtra,India,17.831634,74.284774,"Ellora Caves (already) is a notable historical attraction in Satara, Maharashtra. Popular for adventure, wildlife, heritage.","{""adventure"",""wildlife"",""heritage""}",,4.6,HIGH,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kopeshwar Temple (Khidrapur) - Site 74,RELIGIOUS,,Kolhapur,Maharashtra,India,16.833512,74.332321,"Kopeshwar Temple (Khidrapur) is a notable religious attraction in Kolhapur, Maharashtra. Popular for trekking, water-sports, family-friendly.","{""trekking"",""water-sports"",""family-friendly""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Banganga Tank - Site 75,HISTORICAL,,Mumbai,Maharashtra,India,19.141697,72.873548,"Banganga Tank is a notable historical attraction in Mumbai, Maharashtra. Popular for trekking, wildlife, adventure.","{""trekking"",""wildlife"",""adventure""}",,3.8,HIGH,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Devbagh Beach - Site 76,BEACH,,Sindhudurg,Maharashtra,India,16.069066,73.332955,"Devbagh Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for photography, trekking, family-friendly.","{""photography"",""trekking"",""family-friendly""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kopeshwar Temple (Khidrapur) - Site 77,RELIGIOUS,,Kolhapur,Maharashtra,India,16.6204,74.319131,"Kopeshwar Temple (Khidrapur) is a notable religious attraction in Kolhapur, Maharashtra. Popular for nature, heritage, adventure.","{""nature"",""heritage"",""adventure""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Banganga Tank - Site 78,HISTORICAL,,Mumbai,Maharashtra,India,19.194277,72.883652,"Banganga Tank is a notable historical attraction in Mumbai, Maharashtra. Popular for photography, wildlife, relaxation.","{""photography"",""wildlife"",""relaxation""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Harihareshwar - Site 79,HISTORICAL,,Amravati,Maharashtra,India,20.970374,77.878947,"Harihareshwar is a notable historical attraction in Amravati, Maharashtra. Popular for heritage, adventure, photography.","{""heritage"",""adventure"",""photography""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Wai (near Mahabaleshwar) - Site 80,HILL STATION,,Kolhapur,Maharashtra,India,16.800842,74.227857,"Wai (near Mahabaleshwar) is a notable hill station attraction in Kolhapur, Maharashtra. Popular for trekking, photography, nature.","{""trekking"",""photography"",""nature""}",,4.6,MEDIUM,9.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Trimbakeshwar Temple - Site 81,RELIGIOUS,,Nashik,Maharashtra,India,19.921753,73.996193,"Trimbakeshwar Temple is a notable religious attraction in Nashik, Maharashtra. Popular for adventure, trekking, photography.","{""adventure"",""trekking"",""photography""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Muktidham Temple - Site 82,RELIGIOUS,,Nashik,Maharashtra,India,20.002129,73.856689,"Muktidham Temple is a notable religious attraction in Nashik, Maharashtra. Popular for adventure, trekking, photography.","{""adventure"",""trekking"",""photography""}",,3.7,HIGH,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Shani Shingnapur Temple - Site 83,RELIGIOUS,,Raigad,Maharashtra,India,18.712783,73.166131,"Shani Shingnapur Temple is a notable religious attraction in Raigad, Maharashtra. Popular for photography, wildlife, family-friendly.","{""photography"",""wildlife"",""family-friendly""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kalsubai Peak - Site 84,HISTORICAL,,Satara,Maharashtra,India,17.561206,74.134832,"Kalsubai Peak is a notable historical attraction in Satara, Maharashtra. Popular for adventure, relaxation, water-sports.","{""adventure"",""relaxation"",""water-sports""}",,3.8,MEDIUM,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Chhatrapati Shahu Museum - Site 85,MUSEUM,,Kolhapur,Maharashtra,India,16.770663,74.265197,"Chhatrapati Shahu Museum is a notable museum attraction in Kolhapur, Maharashtra. Popular for adventure, photography, trekking.","{""adventure"",""photography"",""trekking""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Dapoli beaches - Site 86,BEACH,,Nashik,Maharashtra,India,19.925785,73.923506,"Dapoli beaches is a notable beach attraction in Nashik, Maharashtra. Popular for trekking, photography, wildlife.","{""trekking"",""photography"",""wildlife""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Koregaon Park - Site 87,HISTORICAL,,Pune,Maharashtra,India,18.694236,73.70183,"Koregaon Park is a notable historical attraction in Pune, Maharashtra. Popular for water-sports, photography, adventure.","{""water-sports"",""photography"",""adventure""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Rajiv Gandhi Zoological Park - Site 88,HISTORICAL,,Pune,Maharashtra,India,18.685025,73.945804,"Rajiv Gandhi Zoological Park is a notable historical attraction in Pune, Maharashtra. Popular for trekking, relaxation, wildlife.","{""trekking"",""relaxation"",""wildlife""}",,4.5,LOW,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Seminary Hill - Site 89,HILL STATION,,Nagpur,Maharashtra,India,21.132611,79.098374,"Seminary Hill is a notable hill station attraction in Nagpur, Maharashtra. Popular for family-friendly, heritage, relaxation.","{""family-friendly"",""heritage"",""relaxation""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Siddheshwar Temple Solapur - Site 90,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.15791,73.815846,"Siddheshwar Temple Solapur is a notable religious attraction in Sindhudurg, Maharashtra. Popular for trekking, adventure, water-sports.","{""trekking"",""adventure"",""water-sports""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Pench National Park (MH) - Site 91,WILDLIFE,,Raigad,Maharashtra,India,18.82378,73.180034,"Pench National Park (MH) is a notable wildlife attraction in Raigad, Maharashtra. Popular for relaxation, spiritual, wildlife.","{""relaxation"",""spiritual"",""wildlife""}",,3.8,LOW,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Tarkarli Beach - Site 92,BEACH,,Sindhudurg,Maharashtra,India,16.278973,73.620072,"Tarkarli Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for adventure, nature, spiritual.","{""adventure"",""nature"",""spiritual""}",,4.5,MEDIUM,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kadgaon (local heritage) - Site 93,HISTORICAL,,Kolhapur,Maharashtra,India,16.647134,74.177608,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for heritage, trekking, water-sports.","{""heritage"",""trekking"",""water-sports""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
